Q57996;Q9UNF0
D3E0P6;P15153
Q58128;A0M8Q6
C3MJ49;Q6Y7W6
O27525;O43169
A4G0E3;Q8NH03
C3NH88;Q8N143
Q2NIC0;P34972
B6YWH7;Q6Y2X3
Q5JGN9;Q86XN6
A1RS27;Q9UL12
A5UN52;P49639
Q8TQL7;Q14232
Q8TXC6;Q9BZE3
B9LPW4;Q6P531
Q2FU94;Q9H321
P50386;Q9UKA9
Q8Q0J1;Q96EI5
Q9YDG2;P30519
Q8TMK1;Q9BQS2
O26146;Q99075
Q8PYZ7;Q9UK59
Q8ZXD4;Q86VW2
O26900;Q7RTV0
C3N0P1;Q9NYC9
Q9HLV3;O75385
Q9HL70;Q9Y5H9
Q5JG00;P28336
A3MV63;P35900
B3EWG9;O14792
C5A335;Q6IPR1
Q3IUE5;P20231
A7IAK5;Q9H0F6
O28739;Q9NR11
Q2FQE3;P46459
P21112;Q86UP6
P33518;P0CZ25
A4FWD2;Q92529
C4KIT6;P56915
Q97ZQ5;Q8TF61
C3MW88;Q9Y5G8
Q9HLV2;Q86WG3
A0RXH7;P49789
Q97AJ3;Q96QU4
A7I771;Q15431
C3MJ10;O94842
Q975M5;Q9Y2T2
B8D6D0;Q9UHA3
P04137;Q8IYI8
A1RQK2;A0A1B0GUV7
Q975H0;Q4VXU2
Q12WL1;Q8IU53
O28390;Q8N812
Q8ZXA6;O60664
A5UKI8;P25786
Q9HQJ4;Q9BXI2
Q8TQX8;Q05707
Q8TX34;Q2HXU8
O32854;O95925
A3MT41;Q86YL7
Q18EC4;Q6NTF7
Q9HKI3;P54107
A2STQ8;P58173
C3N5E7;C9JLR9
A3CTT1;Q8TE85
A9A9J1;Q96IP4
Q8PYK6;Q9UBN6
C3NH82;Q9C0D7
P61819;Q9Y2C4
A3CTG9;Q96PM9
A1RRI0;Q9GZK7
A2SPK7;O75800
Q58355;Q86TI4
B1YAD4;Q9BQ51
Q9V122;Q96PB8
C3NJ80;Q9H1A4
Q8TS82;Q9H756
Q9V1S2;Q7Z5L4
Q51798;Q9H0K4
A0B9N5;P00352
A7I6L5;Q8N9R6
Q9UWX9;Q9GZM5
A1RTU9;Q9UL51
O27943;A8MVX0
A8A990;Q86UD5
Q58577;Q9UHI7
O59437;O95477
A6UNT0;Q9Y534
O29238;O43293
Q9P9I7;Q9UJD0
Q8TS72;Q9HBE5
B0R4C8;Q15973
O29540;Q2MJR0
O30055;Q86V48
A3MU07;Q8TD08
O58764;O75436
Q5UXY8;Q02246
O30143;Q9NQX7
Q9HRM7;P0DTA3
A3DMX7;Q9BXU2
O28440;A6NNA2
Q02230;O75631
O26115;Q58DX5
Q8U0E5;Q9HA38
P60942;Q5T7M9
A0B6A6;Q9UBV2
Q5JFX9;Q02161
B6YVZ1;Q96IL0
B0R5R9;Q9H2E6
Q8ZVM0;A8K0Z3
A6VGC9;Q99418
Q9HSN7;Q96L42
A1RZ22;Q96S59
O59300;Q96DA0
Q58652;Q8TBZ0
Q8TY09;Q96NI8
Q9YFY5;O43511
B9LUM9;Q6ZTK2
A2STM7;Q9BV44
A6URS6;O75309
Q60351;O43603
O27649;P47869
A3DNC7;P57058
C4KHH1;Q6P4I2
Q8ZX25;Q6ZSV7
P58789;Q8WXI7
Q8ZVK6;A6NHL2
O93732;Q10586
Q6LXR0;Q13023
O28499;Q02505
C3MQD0;Q3KQV9
A6UWX3;Q9BXG8
A1RTG5;Q9BTX7
A2SPL2;Q9BW61
C3N6F0;Q99541
A4YCX0;Q5T1J6
Q58676;Q9UBL0
A6VFW2;Q86XR5
Q8ZYF5;O43559
P12738;Q9NZ08
P56811;P14373
A4YD40;Q12834
Q58342;Q96DE9
Q58755;A6NEN9
Q9HN47;O00483
Q3INF0;Q5T4S7
O28533;Q13131
O59028;Q6P047
O28417;Q12802
Q59027;Q15846
Q974Z6;Q96SE7
Q58215;Q86Y25
C3MRI1;D6RGH6
C3N1A2;O15539
Q9YBI2;Q7L8A9
P35552;P45381
O33397;Q9BYI3
O28212;Q9UQF0
A6VFQ9;Q8IVD9
Q58206;Q8IZ96
D7DQT8;P01709
Q9V1I5;Q5SQS7
Q58269;Q99697
Q5V2C9;Q8NH48
Q9V1I4;Q9Y234
Q2NF87;Q9H825
A9A7S5;Q15195
C3MWX0;A0A2R8YFL7
A7I644;P13798
B1YC22;Q15797
Q8PV21;Q12860
A1RXY3;Q16775
A1RRA0;Q9UNK9
Q57697;P00374
B6YTH4;Q9NTI7
Q9HRF0;Q96JK2
A0B8M6;Q9UPA5
Q5JIY3;P00750
Q60283;O95711
Q975S0;Q5SXH7
A2SQR0;Q9H707
A4FXE1;Q9NUA8
O30240;Q8WY54
Q9UXZ4;Q8N8V2
B0R5G3;A0AVK6
O28852;Q8IZ83
B6YXA5;A0A0J9YWP8
A4YCS3;Q9UI14
Q9UXT7;Q92623
Q74MH8;Q9H0Q0
A4YCQ5;Q9UKS6
B0R5A8;P79522
Q9HI21;Q9BYD5
O28497;Q9H560
Q97ZE3;Q7Z3S9
Q58115;Q68J44
P26500;Q8NG68
D4GQ08;O15126
Q9HSC1;Q8TBZ3
A4G075;Q8IX01
P81324;P0C0L4
P61997;P35227
Q58316;P01906
Q57639;Q5T1R4
A4FYS8;Q96FI4
Q58868;P78368
Q8TKW5;Q5SW96
A3MWA6;Q9Y6G9
Q9YES0;Q8N328
O28794;Q6AWC2
Q6LWL2;P46734
A3DM71;Q8NFZ5
A6VGP7;P00915
A0RVY4;P01591
Q8THL3;Q4U2R8
Q970Y9;O00232
Q58437;Q8N0X2
A5UMF9;O60503
C4KKE5;A0A0A0MT78
Q9YA15;Q9H2A7
Q58436;Q6PB30
A7I5N7;P05455
Q9YEY5;Q12768
Q6LX84;Q8IVU1
F0QUB3;P51828
D3RZQ1;A0AVF1
Q9UWW8;P23510
Q5V0E6;P14618
A4FZP0;Q6ZVN7
Q58459;Q9BXW6
Q9HJ08;Q8TD47
Q9HJT1;Q9UHM6
A8MCC8;O75344
A6VHG6;A0A0A0MRZ8
Q9YGB4;P62701
Q9P9M3;Q8N682
Q6L1N5;Q13247
Q8TU10;O95157
O59390;Q9Y276
A6VFZ4;O95831
Q9UZQ4;Q8N0U6
Q5V2X7;P01236
P57715;A6NJW4
P62026;Q8NCD3
O27712;Q12800
D3S3T0;Q8TDM6
Q57577;P51911
A4YED8;Q96HP0
P70722;Q9HAA7
C3MJ44;P10620
A5UL38;Q96DR8
Q8TQU1;Q5T6R2
Q59064;Q9UIJ5
A9A756;Q9Y2U8
Q4JBU5;Q8N8Q1
Q8TQL6;Q9H944
A9A235;Q12884
Q5UWY4;Q9UK45
P14123;Q9BZE4
Q8U2L3;O96015
Q6LY93;Q8NBI2
C4KKT0;Q6JEL2
Q6LX63;P50281
Q8U3D2;O95996
Q9YF82;P39877
Q8TTA9;Q8WV48
Q97CR9;Q30KQ1
Q6L1F5;Q9NZC2
O26978;O00221
Q60269;P12319
Q57823;P15954
Q5UZP9;Q9P1U0
A6UR56;Q7Z7L7
P17103;Q6TFL3
O26237;Q5TAX3
Q57768;Q9GZQ8
O29026;Q12873
Q8TK32;Q7RTS5
A2SSV8;P20337
Q9YAQ8;Q9NYW4
Q6L0S8;A6NIE6
A6US04;Q9P2K9
C3MWY7;P0DX04
O26734;Q6L8H4
Q6L1Y6;P13942
C4KGW9;Q96N77
B8D4Z8;O43678
A4G0D4;Q15031
Q8TTA0;Q5JWF2
C3NMT8;Q8WUE5
A9A873;Q9BWD1
A2BMD4;P0DMB2
Q46DU3;O15243
D3E4V4;P15976
A4YHH3;Q6UXQ8
O29652;Q86X52
Q5JH82;O00744
O59431;O60674
A6VH76;Q8WXX0
A7IAG1;P0DOY2
C3MVX8;P0C874
A7IAR2;Q96MT3
D2RGT4;Q3KNS6
O28712;Q9Y4R7
Q8TQR2;Q5T764
Q7LXU0;Q9H7T9
Q4JAQ0;A6NDU8
O27130;Q96JA3
C7NNA6;P17861
A3DMP8;P15941
A4YIQ9;Q07021
Q8PU78;Q5UE93
A6UV33;Q9GZZ7
O28675;Q96CB9
P50559;A6NMD2
A4YCY1;Q6NZ63
Q4JBW3;Q9BQD1
Q58662;Q86WB7
Q5JGQ6;Q76N32
Q8ZXE0;Q8NA54
O26534;P61573
A1RVA1;P52926
Q9HIS1;Q8TAQ9
Q57834;Q9UJF2
O27956;A0A075B6W5
A0B577;Q5T5S1
P60850;O43525
Q58495;Q9Y5W3
Q8ZST5;A6NM03
P42851;A0A087WT01
O28691;Q96JA4
Q8PV46;Q96J01
B9LPE3;O95424
Q5V547;Q15717
C3NEF5;Q92576
Q976E9;O75467
Q58911;Q8WXK3
O27875;Q8N8G2
Q18F17;Q8NGQ4
Q8PWY1;Q5VWM6
Q0W5U6;O15240
Q2FT43;P43003
C3MZB8;B2RXH2
Q5JF63;P41220
P96037;O75771
P22510;O60487
Q972I2;Q96GX9
A3DNB8;Q6UXB0
Q9V2K7;Q8IUX4
O59579;O96008
Q8TKZ3;Q13501
Q6L1R1;Q6NSW5
Q5JJ62;O95229
P14247;O14678
Q59032;Q8TDN7
Q58325;O75751
Q8ZYE2;Q99581
Q60368;O00625
O29048;Q86WN2
O52706;Q96JK9
A3MWU9;P14136
O26953;Q8NA19
B1YA36;Q6ZSS7
Q8ZTJ3;Q9UI47
Q51796;Q5QNW6
C4KHL2;Q99550
A3CTK2;Q93077
A6VIL2;A0A1W2PPG7
C3MY33;Q9NPY3
P21558;P01282
C3N8Y9;P02671
Q8TZJ9;Q9BZJ8
C3NHQ2;Q7Z698
Q58545;P57721
A4FZL0;Q86YS3
Q9YC00;Q9NZ53
B0R7I0;P18850
C3MYR5;P13598
Q57896;Q6QNK2
C3MPG2;Q9UH77
Q2FPC7;Q8N4U5
I3R9M7;P0DJD9
P54805;Q86V85
F4BT36;P78386
C5A3K4;P08922
Q9HK30;P0DMU8
Q58610;Q9NYF0
A3MUI7;Q6ZV89
Q977X3;Q9BVX2
C3NGG0;Q96R45
Q9HKT3;Q8TCC7
Q58869;Q92753
A6VH72;P0CJ69
Q8PW56;A6NI73
C3NH78;P56159
Q9V2C6;Q13015
B0R594;Q15397
Q8TQF7;Q8N6D2
Q2FT55;A8MPX8
A3DNJ9;Q86VZ4
Q57945;Q8N814
Q9YBS7;Q8NFJ6
Q8U148;Q6ZN66
Q6LXA4;A0A1B0GW35
Q8U0B9;Q8WX94
Q975F8;Q92547
Q2FTC5;P04554
B8D5V4;Q3ZCN5
Q9HNS3;O60427
A5ULM6;Q8N436
P61731;A0A286YEY9
Q8TH84;A6NHN6
P54010;Q96BX8
P54067;Q14432
A2SPJ9;Q96E29
P81227;O60423
Q18F03;Q96EM0
Q58049;Q9P1V8
O28784;Q6ZSI9
O27041;Q5R3K3
Q8U126;Q5T7N3
P54031;Q52LD8
A9AAP6;P02144
Q8TL48;Q9ULC6
B8YB54;Q9UBI6
Q8U1R4;Q8IVK1
C3N7E1;Q6UXV4
C3NMT7;Q04912
C3NAL6;Q68DC2
Q8TI84;Q96PG1
A2BL74;Q9BXU7
Q5JHG3;Q15629
A3MUZ0;Q8N413
A3DNC3;Q86V71
Q5JEB0;Q99426
Q3ISA5;O43181
Q4JCJ1;Q9H4L7
P12736;Q504Y2
A2BME5;Q9H223
O24822;Q5T160
B3VA58;Q6XR72
A2BN97;Q63HK3
Q0W389;P49888
P61300;Q8TBB5
Q9UZJ5;Q9UQR0
A6VFU7;Q8N5J2
A1RXV1;P0DTU4
A9A4V0;A0ZSE6
Q8TZI8;A3KN83
Q58780;Q9NYV9
Q8ZUF6;Q15078
Q8TX91;Q6NXP0
C3N5T9;Q9NX08
A5UJ98;Q6UW56
A4YIZ5;P35612
Q2NEI3;O14921
C3MUZ1;P0DMU9
Q8U218;P17480
Q3IU57;Q9C040
Q8TVC0;Q99928
C3NHZ7;Q9BY21
Q9V1G3;O43790
Q466V2;Q9BY27
A4YEA2;Q8N1Y9
A6USZ5;P36508
B0R7K0;P01861
Q6L0R6;Q5VVH5
O26127;Q8NGJ6
A6UN73;Q9H0R3
D4GPW5;O14733
A6UWU6;P60608
A1RZ10;Q7Z7H8
A6USC1;Q8NGN0
C3N5U2;Q14847
Q974N6;A6NDL8
A2BJZ7;Q96D09
Q9HNE3;O14653
A6VI43;Q9NP95
A3MS50;P25054
C3NGX1;Q9NRD5
O28216;Q9Y2J0
A8MB21;Q6P4D5
A9A2T9;Q6P0Q8
A1RSR6;P41159
Q9HP87;P31152
C3NHU3;Q9H0E9
Q978Z5;P24071
Q58598;Q96LD1
Q8TXD7;Q9Y4R8
P62357;P21397
Q8PTR5;Q06710
O59443;Q6PF05
Q5JJG0;A0A087X1C5
Q970U6;P79483
Q5JHN3;O94874
A0B9V5;P34910
Q58449;Q17RA5
A6VI48;P63145
Q18F47;Q15726
Q58605;Q9ULV4
Q01700;Q6ZMJ4
Q8ZYF6;Q16568
Q97WM8;P07476
A2SQG6;A0A1B0GWH4
Q46E58;Q04864
Q58234;P62312
Q51334;Q9Y4F4
Q0W2D6;P13349
Q12TN7;Q6YP21
F6D512;P0DV76
C3MZY6;Q8TBE1
A6UQ64;P61163
Q8TQL4;P19623
Q9V2E4;P35219
Q973F9;O75367
Q975G8;P0DPP9
Q5JEW3;Q8TBP6
Q9HR45;Q6RSH7
C3MWB6;Q9UJT0
Q9YER8;Q63HM2
P42035;Q92782
Q5V212;Q9NRG9
Q9UYT3;Q5VSY0
Q8TYB6;Q4G0X4
O27818;P18507
Q8TR73;Q8N5R6
Q3IS07;Q8IV03
B0R808;Q5T6J7
O59303;A0A075B767
Q6LX56;A6NHP3
Q467Z2;O43930
Q2NF86;Q96K31
Q3IPM6;A0A075B700
Q5UXX4;A0A0A6YYC5
A5UJ57;Q86UP9
Q6KZW2;Q16799
Q9HNJ5;O15480
Q12TU6;Q9Y5X9
Q58129;Q9H1M0
Q8ZSU7;Q8TB69
Q4JAS8;Q14624
Q5JGT5;P49798
Q3IPL2;Q14584
O27573;P05156
Q2FRY8;O95971
Q18E76;Q99456
B9LQT0;P52961
C3MJA1;A9QM74
C3MRH3;P78426
Q8TYT9;A0A087WSY6
Q8TXN9;Q9P0M6
Q6LXI1;A6NJI9
A5UKY0;Q9NV92
Q6LX82;Q567V2
A4FYI6;Q96KT0
P95968;Q2NKX8
Q8TRL1;P01766
P14321;Q53EQ6
Q4JB20;Q9BRJ9
B6YSU2;Q9UHF5
O30118;Q96L73
Q6M075;Q96JI7
Q5V4Q5;P61626
C3NEG2;Q6NZ36
Q8U1R2;Q9UBS0
O27441;Q15928
Q97BW2;O95347
Q97YR6;Q64LD2
A6UQJ8;P16989
O27227;Q01892
A9AB21;P02748
O29069;O00476
Q5JFP1;O14544
P58862;Q9NX78
C3N047;Q9NQV7
Q8U319;P11117
B6YW70;Q8IVH2
O59299;Q9Y3S1
O30050;P50539
Q9YC75;C9J6K1
Q9V200;Q8IZL2
A4WLK1;Q9Y6Z7
A4YIZ6;Q9BYL1
Q9HN50;P16444
Q46EU5;Q92781
Q96XE0;Q9UBQ6
Q9YDY1;A2VDF0
Q97WV8;Q96AT9
O58019;P08519
Q2NFW4;Q8WXH5
G0HQZ6;P49023
B8GEI1;H3BQW9
Q9UXB9;Q9P2D0
Q58946;Q96R67
P54022;Q9ULC3
Q6LWM0;Q8NGF0
Q2FPZ8;Q6PH85
Q9HMY5;A6NGS2
A2SQG9;Q8NGK1
Q57946;Q9H1I8
Q2FT79;Q9NWH7
Q2FU12;Q9BQ15
A4YCX1;A6NIV6
D9PUH5;P46778
Q9HN14;Q8NH61
O28385;Q96D15
C4KHI3;Q5T5A4
Q02103;Q6UWE0
Q18GZ4;Q8WVX9
O29425;Q6R2W3
Q8ZYA5;Q9UIA0
A6VGU6;Q15393
Q58183;Q9NXF1
C3N7D5;Q9NQ33
Q9HQJ5;A6NNX1
Q6L228;Q9BRJ2
Q9YF89;O95567
Q9HJ69;P29275
Q8PTR0;Q96HE8
P39479;P0CJ68
Q8TJA8;Q86YJ6
O74088;P18206
O29564;Q8TCU6
O28379;Q08397
O26151;Q6V0I7
A8MBZ5;Q8WUX2
A9A813;Q9UJT9
Q46DR6;Q96GY3
Q970V2;Q2VPK5
Q8TX52;Q13228
Q976J8;Q6JVE9
Q5V5D4;P26196
C3NGV8;P11684
Q9Y8K8;O00634
C4KGZ7;P63172
Q9HJD4;Q9NY65
Q18DH5;P57078
Q58803;P22888
Q970Z1;Q93073
Q59110;Q5TA78
O28132;Q6ZS49
O26820;Q6NSW7
C3MWN7;Q8IV48
C3N8A9;P0C880
Q2NEH4;Q96EX3
A3MWK3;Q96NL0
A0B9W6;P01138
Q5V1R7;Q7Z7H3
A4YIM3;Q58F21
Q58955;P20264
O26876;Q9H9L7
P28079;P17947
Q12WL0;Q8NGX2
Q8PUV4;A0A1B0GTJ6
Q5V5N9;Q96BH3
Q9YD67;Q8WWY8
Q58423;Q15116
O27449;O94779
Q974Y0;Q92833
B8D687;Q8IU89
Q465T0;Q9NQE9
O29827;Q86VV4
Q58311;Q96RP7
O27937;Q9UJX5
Q58809;Q7Z591
Q8U477;Q96HY6
A3DMG3;Q06124
Q58314;O00124
A3MX52;Q8N4A0
A5UM85;Q9BY07
Q57690;Q16778
Q18E71;Q9HAT8
A4WHB8;Q6GTS8
Q46FL1;Q6P1N0
Q976J6;Q02094
A1RS16;Q9NZR4
B0R4J3;Q8TAM2
Q5V2X5;P62380
Q58307;Q9NVV9
Q96ZM1;Q8NEQ5
P58306;Q9BVR0
Q8PUG2;Q5JQS6
Q9YAN6;B2RUY7
Q9UXC4;P54920
D4GUK0;Q5TGY1
P80053;Q9GIP4
Q9YDP3;P54219
Q8TSC8;Q674R7
A4WIZ3;O94885
D3S7P2;P52790
C5A1P1;O43324
C3MJQ6;Q14651
A6VJ51;Q5VU69
B0R7D8;Q9HCX4
A7I4V4;P01911
A1S066;P0C1S8
Q57554;P01210
O58028;Q9P2W1
Q58474;Q6UVY6
Q9HLU2;Q6ZVD8
A8AC96;Q96JP5
O58489;Q9UHG0
Q50849;P61952
C3MPG3;Q86SE9
Q8TSV7;Q9BYP8
A8MAX6;Q9HB89
Q5JEZ8;P07202
O26823;Q6ZVF9
Q8U3R3;Q8NGY5
A8A8M4;Q96AY4
C6A0I0;P51959
Q0W6P9;P57738
A4WIK2;P82909
O30010;Q6UB28
Q3IT14;P62699
Q8PSJ3;Q5T280
Q5JH93;O75911
Q96YW6;Q9NVA4
C3MYR0;Q92485
Q8ZYS2;Q6ZMS4
Q2FL30;Q92903
Q5JH13;P49755
A0RU76;P62942
A4YCX2;Q06732
Q9HPZ6;Q5VT97
O58888;Q8NFL0
Q8U0B4;Q96CE8
Q8TYC5;Q6ICL7
Q9P999;A0A1W2PQL4
B6YVB1;Q6UWW0
C5A268;A0A087WW87
Q9YAZ7;Q9HCQ5
D4GP29;O60641
Q5UZH5;Q93086
A0RV25;Q14DG7
Q12UK3;Q6PII3
O28496;Q9BTV7
B0R8C2;Q5QP82
Q46AN5;Q15545
Q12WK9;Q9HAH1
Q8TJZ8;Q8IYK2
A9A9Q1;Q07912
Q4J9D2;Q92526
Q8PWT6;Q9BSF4
Q58580;P42765
O58353;Q9Y4D7
O27362;Q6P179
Q5JJF7;P17050
P20298;Q6Q4G3
C3MQ51;Q8N1M1
A6UP53;O95163
A4WNC1;Q7Z7C8
B0R6U7;P63010
Q59072;A6NES4
Q877G5;P0C0S5
O59045;O94827
A3MVG6;Q15042
Q6LXD9;Q8WU08
D4GP42;P98175
O28970;O60296
B0R5Y8;Q9H8G2
A2BN42;Q6UXF7
Q8TQZ3;P23327
A3CRI4;Q96G25
A0B8Q8;O60391
A4YES9;Q5U4N7
A5UN65;Q14774
Q58668;P67775
O59432;Q6ZP65
Q8PZR8;P32780
O26773;P15172
A9A506;Q13057
C7P7V6;O15143
Q9V159;Q460N3
Q96Y77;Q9UNX3
Q5V145;Q9UN30
A2SQU3;Q9Y673
B8GGP6;A6NKG5
O57803;A2CJ06
O27262;Q9H6Y7
B0R338;O43745
O28832;P19012
O57767;Q9BT17
A6VIE7;O43747
Q8PXV2;Q8IWL3
B8D5W9;Q96LJ7
Q5JH16;Q9Y471
A2BN21;Q14978
C3N7D2;Q6ZN57
Q5JD38;Q5JU85
Q8TMG0;Q96K19
Q6L0R7;Q9Y397
O27695;Q9UQK1
Q980X0;Q8NH42
O26278;Q5T5U3
Q59014;Q3KQV3
Q12X56;A5D8W1
Q97B41;Q8N6P7
C4KIV9;Q5VSP4
Q97WT4;Q9Y5B0
Q9V2M6;Q8TBF4
A1RSE1;Q2M1Z3
Q8Q0R3;O60303
Q8ZU97;Q9UMX1
P71411;P12109
O06637;Q9H334
O29874;P55283
P61297;O43396
Q8TGY4;Q13643
Q46AR1;Q6ZWT7
Q0W2C6;Q7Z4G1
Q975Z6;D6RA61
Q8ZTU1;Q9BZF3
D4GYH5;Q9NPB6
Q2FQ45;P45983
P54806;A0A1B0GUW7
B0R633;P0C091
Q58337;A0A5B9
Q8TI15;Q9BVM4
B1YD09;Q9UNN8
A6UVH0;A6NDE4
O28837;Q8NH18
Q9YED6;P11234
O50097;P0CG08
O29401;P35869
Q57829;O94854
Q58635;P46721
O26271;Q8NFK1
B9LU81;Q6P1L6
Q8THH1;Q9BYV2
Q58005;Q96NW4
Q57988;Q9P1W8
A0B8J2;Q5HYL7
Q18GG4;A0A0U1RQF7
Q469F5;Q8TBE0
Q2FT38;P63211
A5UL88;P60900
O06640;C9JJ37
Q97VT7;A8MZH6
O57693;O95755
Q58132;Q6Q6R5
A4WLS1;Q13794
B8D6C6;Q8IZP1
C3MJI6;Q969F0
Q8PYQ5;P05113
Q97CP5;Q13490
A0B7U9;Q8TD94
Q6LXM4;Q8IWQ3
Q58089;Q8WVC6
Q6LZF1;Q14184
Q58184;P10600
Q9HL71;Q9NR00
Q5JH21;Q9P2G1
Q2FR07;O15379
A5UJS0;Q9BX10
B1L6B4;Q96IK1
A6UQF6;Q99445
Q50539;Q6ZV73
Q8PVZ4;P29377
Q8ZY15;Q96CN7
Q58062;Q96MG7
Q8TSA1;Q9Y4K3
Q51739;Q6ZVD7
A4WN19;Q9Y5I4
B9LSM2;Q5BJH7
Q12ZC4;Q99626
Q9HR71;P0DUQ1
Q58989;Q9NZH8
Q97YJ8;Q14722
O93662;P28221
C3MTW8;P55075
O28992;Q9NQV6
Q12Z92;A6NGJ6
Q60367;Q9BYG0
B9LRF2;P33316
P54035;P47881
O28516;Q6ZMZ3
O93719;O60925
A2SST6;Q2M3G0
Q97C09;Q96FZ2
Q4J9K4;Q3KNW1
Q978N4;Q8IVL1
A0B5A7;Q9Y4H2
Q18GB5;P24043
A6UX37;O14598
Q58137;Q5VWP2
C3N026;Q96LJ8
Q8PZ68;A4D2P6
Q57581;Q5T7B8
A0RVX8;Q8IYX3
B0R5X2;Q92806
Q5V4K3;O75417
Q2FQU2;O00187
A1RXH7;Q9UM13
Q46GB0;Q6UW15
A6UV49;Q01780
Q9HME1;Q13415
Q9V1U6;O75022
Q8TUQ4;Q96P88
Q58773;Q96FW1
Q8TR92;Q9NRJ1
A6UTH4;P0C7V0
Q46G04;Q8WVE7
C3MTN8;Q14627
Q5JJH2;Q8WWN8
O27630;A6NIE9
C3MWZ5;P61575
O26877;Q9P241
F2Z6F6;Q92569
Q8ZTE3;A0A597
A4FXR1;Q9Y2I1
Q97BK4;Q5T4H9
A1RQQ5;O60809
E7FHW8;Q9UEY8
P58077;Q9Y6X8
B6YVG2;Q8TAC2
Q5JF85;P14653
Q57628;Q15649
A7IAI8;Q9NVI7
B1L796;Q7Z443
Q8ZTE6;P10398
Q8PRZ8;Q8N5C7
Q5V2B7;Q9NVV2
A3MV40;Q8N6I4
O27463;Q9NXR7
Q8U352;Q2M3C7
Q46B95;P27487
Q8TWE6;O15547
A2SPK9;O95900
Q97CT9;O15015
C6A2A3;P13224
Q58195;O95359
O93741;Q9NRW1
A2BN93;Q8NGQ3
Q9V280;Q8N365
O26126;Q6ZMY9
Q9HLX2;P51617
Q3ITQ4;H7BZ55
Q5V600;P98194
P39475;Q8N831
Q8U4E6;Q02224
O28785;O15027
A1RSF1;O43155
Q9YE60;Q07001
P57718;Q96NR7
Q9YFM7;Q5JRV8
P58018;P40925
C3N674;A8MZ59
A6URB4;Q8TBF2
Q58431;Q9BYW2
A3MTU1;Q9Y243
O29364;Q9ULC0
Q9V302;Q6PH81
Q58388;Q9H211
A9AAN8;P80303
Q979V6;Q8N7C3
A2SQV7;Q8N7J2
A3CTU1;Q9NS68
Q5JJG2;Q00722
Q9HM63;Q9Y4F3
Q46FR6;Q8NCS4
Q8TYT7;Q9Y478
A6VGZ5;Q6GYQ0
B8GKC0;Q9BRQ6
Q58105;Q9NRX5
P80911;P40306
Q97BG7;Q02790
Q46GA2;Q13405
A7I4H6;P15884
Q60260;Q5T0N5
P0CX02;Q9BW72
C3N8S2;A0JLT2
A5UL72;Q6ZN08
Q8PUR6;Q9H8V8
A8A9W2;P17405
O29911;O95727
O26325;Q9NXW2
B9LSC9;Q96T75
A3MVD1;Q96GF1
C3MY51;P59646
Q57961;Q9HCP0
A3DNQ9;A8MWL7
Q6L0P7;P14921
A0B6X8;O75420
O26918;P04085
A3MY04;Q96LB3
A2BJP9;A6NLU5
A6UPK3;P13727
Q51800;Q9H8M1
A2BLV6;P62684
O28836;P40337
Q50830;Q9Y222
Q9HJ35;P07098
A4FZ86;O15072
Q58191;Q5EBN2
Q3IMX3;Q9Y6J9
A6URN9;Q03431
A6UUN3;Q9NS66
Q8X235;A0A5A6
Q97BW8;Q6ZNI0
D4GW48;Q7Z3F1
A6VJ50;P02461
Q60298;Q7Z3Z2
P58731;Q96A58
Q9HMX8;Q8N319
C3NHM4;P60002
A1RSQ5;P27469
O27226;Q9UJP4
A7IA09;A6NNW6
O26781;Q05516
A6UW69;Q2TV78
Q12VZ8;Q8N392
Q8PV29;Q63ZY3
Q3IMW9;Q96CA5
A0B9W4;Q14344
A0B976;Q9UL62
B8GG66;Q8N3H0
Q97ZQ6;Q8NGX5
B0R664;P23471
C3NET5;Q9UEF7
C3MZ69;O60403
B8GEU5;P62316
C3NMG4;Q8WUA8
Q5JH72;Q8NGN8
Q8U1N9;Q86VE3
D4GYE2;Q3MIR4
P60348;Q86UX2
A5UKV2;P59543
A3DNH4;Q86UN2
Q97BP1;Q9UPQ8
A3CRT6;A6NH11
Q8ZYR1;Q8N7H1
C5A203;Q16517
Q975A7;P61204
Q3IUS0;Q9H2Z4
O27699;O95219
Q50562;O95857
A4WH02;O95674
A9A9P2;Q6QHF9
P50562;Q92901
C4KKJ8;O95470
A4YHV0;Q5T3U5
Q6L0D1;Q8N1A0
O29137;Q01085
O28044;Q01081
C4KH92;Q5TB80
P43408;P0CG32
A0RVY6;Q969X0
Q58324;Q86XE5
Q97YJ9;Q3LI76
B1L659;Q9BRV8
B5I9H4;P14060
A0B5U4;Q6ZR54
O58370;Q8N8H1
O58440;Q6MZP7
A4YGQ6;O95521
Q6LXH7;O43255
O28174;P33981
Q18EY0;Q03692
Q5V632;Q8TD35
C4KJM9;Q9H116
Q9V0N5;Q96DM3
Q9V0B8;Q9HBJ8
Q8U2E6;Q9H6D7
A6UTQ0;O15442
O58714;Q96IX9
Q58194;Q5VU92
A8M9S4;Q4G0N8
A1RXG2;Q9BSF0
O29150;Q9NZB2
Q9HMP7;P61567
P84621;Q66K74
A4WK37;Q5SZL2
Q97CK6;Q96HW7
P60819;A8MXQ7
Q60189;Q8N808
Q5V4R0;Q9UQ88
A4FWF9;O14626
Q9HJ93;Q93045
O59224;Q9BYG8
O58412;P43354
A8ACD2;Q92794
C5A2H8;P59091
A4G037;O15198
Q971J1;Q6UWV2
C3MKT6;Q13286
B0R9W5;P59025
